col_0,col_1,col_2
-1.388780676439643,1,0
-1.3882594242617947,1,0
-1.3872763221381497,1,0
-1.3869362389725823,1,0
-1.3855735346453613,1,0
-1.3855069883394928,0,1
-1.3834482343267247,1,0
-1.3833935981068923,0,1
-1.381889481865348,1,0
-1.3807989754475822,0,1
-1.3804773923303815,1,0
-1.379621226016723,0,1
-1.3784494369136888,1,0
-1.3781845902498715,1,0
-1.378131446220699,1,0
-1.377378951296984,1,0
-1.3768403992077711,1,0
-1.3766542683162386,1,0
-1.3764219012853964,1,0
-1.376376382300608,1,0
-1.3760822084831215,1,0
-1.3760092089974372,1,0
-1.3748236487815007,0,1
-1.3741588526989568,1,0
-1.3734788794985353,0,1
-1.3734184832010083,1,0
-1.3732795605526855,1,0
-1.373239726049539,1,0
-1.3726041086410332,0,1
-1.3721573347041331,0,1
-1.3717501074335148,1,0
-1.3713546871507505,1,0
-1.3709716849866125,1,0
-1.3705752134401303,1,0
-1.3696624148100571,1,0
-1.3660242648949574,0,1
-1.364923671777458,1,0
-1.3648199337829787,1,0
-1.3646295101238355,1,0
-1.3642083564856948,1,0
-1.3626425841590188,1,0
-1.3621777302289608,1,0
-1.3612141906051152,1,0
-1.3600441630002706,1,0
-1.3596135629520807,1,0
-1.3588297293466427,1,0
-1.3571558100962875,1,0
-1.3567234949130844,1,0
-1.3553407571963303,1,0
-1.3552082552746811,1,0
-1.3548479029796967,1,0
-1.3535170656562792,0,1
-1.3534920518331623,1,0
-1.3531794583956072,1,0
-1.3530262577908472,1,0
-1.3518329877262856,1,0
-1.351377677381123,0,1
-1.3513698646803018,1,0
-1.3501362678475104,1,0
-1.3501019824489526,1,0
-1.3500535348231644,1,0
-1.3495588017041342,1,0
-1.3477078863936875,1,0
-1.3473302880784817,1,0
-1.3471583422180387,1,0
-1.3466244152418498,1,0
-1.346534848383509,1,0
-1.3455720817651666,1,0
-1.344954405888096,0,1
-1.3443744105107251,1,0
-1.3441151111719691,1,0
-1.3439886764391866,1,0
-1.3438393407024736,0,1
-1.3434954774283279,1,0
-1.3431555430661664,0,1
-1.3428813615979225,1,0
-1.3415957987822442,1,0
-1.341537075832072,1,0
-1.3414305057494365,1,0
-1.341282654703508,1,0
-1.340624388430077,1,0
-1.3404792688227176,1,0
-1.3388803432850827,1,0
-1.3377496289701687,0,1
-1.3375734805545525,1,0
-1.3371068884469348,1,0
-1.3359434700357466,1,0
-1.3343520537205775,1,0
-1.3342968420040615,1,0
-1.3341281634878015,1,0
-1.3335350802995225,1,0
-1.333412470246652,1,0
-1.3332623681195863,1,0
-1.332452687652488,0,1
-1.3324408565215613,0,1
-1.33165612978944,1,0
-1.3294852591767294,0,1
-1.3292205981200143,0,1
-1.3283616013935995,1,0
-1.3280229813088187,1,0
-1.3279686848057148,1,0
-1.3278465859496207,1,0
-1.3277130673036448,1,0
-1.3275841893638007,1,0
-1.3267782072311476,1,0
-1.3242530112286368,0,1
-1.3235428193567809,1,0
-1.32306499924603,0,1
-1.3229159801704182,1,0
-1.3229034077981752,0,1
-1.322832180069072,1,0
-1.3226549756612422,0,1
-1.3226400572919172,1,0
-1.3222808831364172,1,0
-1.3222391782980367,1,0
-1.3217317781477207,0,1
-1.3210939617930737,1,0
-1.3202345088096108,1,0
-1.319546009869763,1,0
-1.3194236385253992,1,0
-1.3192987933018552,1,0
-1.3191762453974405,0,1
-1.3181467367468003,0,1
-1.318072882687968,1,0
-1.3179541168250284,1,0
-1.3178268268612103,1,0
-1.3169714409127091,1,0
-1.3165553387093272,1,0
-1.316372488169375,0,1
-1.3161548678803587,1,0
-1.314853360557064,1,0
-1.3147030980684296,1,0
-1.31455838322904,1,0
-1.3133755393722637,1,0
-1.3129877081340111,1,0
-1.3122831670363142,1,0
-1.31139239427912,1,0
-1.3108961365028855,1,0
-1.310863570634186,0,1
-1.3107380616714883,0,1
-1.30961629694121,1,0
-1.3093050689400796,1,0
-1.308569791110974,1,0
-1.308549143491483,1,0
-1.3081362814941915,0,1
-1.3081251907715712,1,0
-1.3081085274847175,1,0
-1.3073851670030587,1,0
-1.30712725470166,0,1
-1.3070447209730776,1,0
-1.3070356851538207,1,0
-1.3066276470407743,1,0
-1.3063943615553673,1,0
-1.305911147539561,1,0
-1.305149969800472,0,1
-1.3050744787536548,1,0
-1.3042426981376696,1,0
-1.3038839230953148,1,0
-1.3038145454935772,1,0
-1.3037518920488531,1,0
-1.3033844723507155,1,0
-1.3033746664303942,1,0
-1.3031357104912875,1,0
-1.3028300753205748,1,0
-1.3026594464767451,1,0
-1.3024122211429763,1,0
-1.3016622048524984,1,0
-1.3016495311576384,1,0
-1.30096342339793,1,0
-1.3006343707804435,1,0
-1.299961471119536,1,0
-1.2994431335168724,0,1
-1.2993428817106387,0,1
-1.2985534585899468,1,0
-1.2978916684323636,1,0
-1.2968236635781651,0,1
-1.2965088074987663,1,0
-1.2960715630180246,1,0
-1.296058224650598,0,1
-1.2960230583913528,1,0
-1.2957979349139086,1,0
-1.2948908746647743,0,1
-1.294552249205833,0,1
-1.2945389995570311,1,0
-1.294442791752725,1,0
-1.294118275954342,1,0
-1.2935139610737745,1,0
-1.2933803860165511,0,1
-1.2930557832940244,0,1
-1.2924874847903707,1,0
-1.2921204531865205,1,0
-1.2916381293710015,1,0
-1.2905589616776572,1,0
-1.2899375865007707,1,0
-1.2898601088197528,1,0
-1.2895672773025715,1,0
-1.2894780249765732,1,0
-1.289253448054471,0,1
-1.2886833628365697,0,1
-1.2877312153006495,1,0
-1.2875447466559502,1,0
-1.2861314006307272,1,0
-1.284811771455212,1,0
-1.284553095165372,1,0
-1.284003864027582,1,0
-1.283751533054784,1,0
-1.2823634478391217,1,0
-1.281419070008826,1,0
-1.281239005568042,1,0
-1.2805965014731309,1,0
-1.2805010390258422,0,1
-1.280156498212828,0,1
-1.279934331408958,0,1
-1.2787513175851275,0,1
-1.277708766770583,0,1
-1.2776080034209079,0,1
-1.2775138629586844,0,1
-1.2773812832905267,1,0
-1.277340654974426,0,1
-1.2766997859509939,0,1
-1.2746289573330527,1,0
-1.2743194338554586,1,0
-1.273603000460208,0,1
-1.2735327300287895,0,1
-1.273365570903987,1,0
-1.273056629462117,1,0
-1.2728707815412383,1,0
-1.2722640689692672,1,0
-1.2720315045639228,0,1
-1.2717746686868023,1,0
-1.2713689438310618,1,0
-1.2708408677852705,1,0
-1.2706885667128491,1,0
-1.2695192067036023,0,1
-1.2693783492347943,1,0
-1.269085177487275,1,0
-1.2686845246930407,1,0
-1.2685960525077924,1,0
-1.2683515350478198,1,0
-1.2682348066098053,1,0
-1.267121072802144,1,0
-1.266929538709082,1,0
-1.2664831053911656,1,0
-1.2664338259121959,0,1
-1.2664168071448496,1,0
-1.26603917817001,1,0
-1.265505435812543,1,0
-1.2648689257155972,1,0
-1.2647501852547247,1,0
-1.2641684772518564,0,1
-1.2640392499375253,0,1
-1.2637210249969115,0,1
-1.2632847251523176,1,0
-1.2630652415553116,1,0
-1.2628714677395438,0,1
-1.2624105099109555,0,1
-1.2623594920208918,1,0
-1.2621625379255788,1,0
-1.2619198281084985,1,0
-1.2616293680227908,1,0
-1.2609169948847319,1,0
-1.2603741339381147,1,0
-1.2601954269862519,1,0
-1.259287940246388,1,0
-1.2588025619514345,1,0
-1.2582957326859725,1,0
-1.2581827853072096,1,0
-1.2575418060416488,1,0
-1.2566696645384936,1,0
-1.2566528566555406,1,0
-1.2559404931805669,0,1
-1.255922227658636,1,0
-1.255874248064198,1,0
-1.2555250545844943,1,0
-1.2548228870436005,0,1
-1.2543195128427107,1,0
-1.2541864451379665,1,0
-1.2538332383214237,1,0
-1.252164686681437,1,0
-1.251787804608586,0,1
-1.2511321535054063,1,0
-1.2503078623170027,1,0
-1.2500918264261027,1,0
-1.2497755448260126,1,0
-1.2497452021007796,0,1
-1.249549279455938,1,0
-1.2491320006348932,1,0
-1.2490639451906118,1,0
-1.2484469867608003,1,0
-1.248159164884082,1,0
-1.247491977750716,1,0
-1.2472659523710403,1,0
-1.2469893767148967,1,0
-1.2469869847447559,1,0
-1.2468224488459343,1,0
-1.246608230144927,1,0
-1.2464276517009922,1,0
-1.2456178865835654,1,0
-1.2453835280277972,1,0
-1.2452040889152522,1,0
-1.2449092606210317,1,0
-1.2446105261929528,0,1
-1.2445184683639872,1,0
-1.244288763465644,1,0
-1.243995226800138,1,0
-1.2439384283154307,0,1
-1.2413472548367988,1,0
-1.2412436861999545,0,1
-1.2412132681822745,1,0
-1.2403266269461468,1,0
-1.2402701337421855,0,1
-1.2401097904828364,1,0
-1.2398765479362759,0,1
-1.2394605196928468,1,0
-1.2393228632681916,0,1
-1.2389802512828,1,0
-1.2385074719263351,0,1
-1.2384001159930431,0,1
-1.2379731523210005,1,0
-1.236940071592566,0,1
-1.2365888265826004,1,0
-1.2360072571682494,1,0
-1.2358256969232115,1,0
-1.235679063289968,1,0
-1.235605173297224,1,0
-1.2355055668334096,1,0
-1.234962578206473,0,1
-1.234509823314259,1,0
-1.2341898358150054,0,1
-1.2339115048617566,1,0
-1.2338506066631922,1,0
-1.2337604765249817,1,0
-1.233604668125501,1,0
-1.2335114243983996,1,0
-1.2334940394624738,1,0
-1.233250373544374,1,0
-1.233061444974842,0,1
-1.2328211366891153,1,0
-1.2328079899849351,0,1
-1.232642732890662,1,0
-1.231759772300088,1,0
-1.2313828657031811,1,0
-1.230503486642202,1,0
-1.2301128079804944,0,1
-1.2292940642042087,1,0
-1.2289400162485675,0,1
-1.2281157007169277,0,1
-1.2278878833433835,0,1
-1.227589793025426,1,0
-1.227321481899854,0,1
-1.2272380676988377,1,0
-1.2253918827158987,1,0
-1.2251445257541511,0,1
-1.224674772991843,1,0
-1.2246209731073832,1,0
-1.224082891899142,1,0
-1.2237205408101253,1,0
-1.2236022224753775,1,0
-1.2232495372554668,0,1
-1.2231741049818259,1,0
-1.2231565605489687,1,0
-1.2230058127311971,0,1
-1.2223590511481792,1,0
-1.2221138374171547,1,0
-1.2218460864271377,1,0
-1.2216833211587699,1,0
-1.2216752391563337,1,0
-1.2205992320685988,1,0
-1.220280745385932,0,1
-1.2201051287448303,1,0
-1.2194930835287616,1,0
-1.219293695915176,1,0
-1.2192313726238564,1,0
-1.219167823804365,1,0
-1.2188442749155244,1,0
-1.218383569668731,1,0
-1.2179715883363367,1,0
-1.2178326991350534,0,1
-1.2175605466649082,1,0
-1.2175338661180612,0,1
-1.2173957457788007,1,0
-1.2165469755755247,1,0
-1.2165313386488958,0,1
-1.2160182138909876,1,0
-1.215964358467463,1,0
-1.2157916728241862,0,1
-1.2157533940698455,1,0
-1.2153356527205217,0,1
-1.2145953159058684,1,0
-1.2145235796624896,1,0
-1.2141321893058798,1,0
-1.2140979354456947,0,1
-1.21289296941767,1,0
-1.2128090596366923,1,0
-1.2127736354701573,1,0
-1.2126008899299685,1,0
-1.2121856916053628,1,0
-1.212161576013033,1,0
-1.2120911840440507,1,0
-1.2117715211992823,0,1
-1.211477429330543,1,0
-1.2109924134297887,1,0
-1.2106147724722736,0,1
-1.210481367943784,0,1
-1.2097296000773137,1,0
-1.20953505522766,0,1
-1.2094435718886523,0,1
-1.209404246651405,1,0
-1.2090848551433788,1,0
-1.2089231840257728,1,0
-1.208104440945261,0,1
-1.2078999275635267,1,0
-1.2078542825855063,1,0
-1.2074528254086891,0,1
-1.2072268805108128,1,0
-1.2070937636305552,0,1
-1.2065270547388058,0,1
-1.2058490064004437,0,1
-1.2049249690630404,1,0
-1.2049192160606148,1,0
-1.2042639502475334,1,0
-1.2037256128424365,1,0
-1.2037132622674067,1,0
-1.203709533047115,1,0
-1.2031835088008855,1,0
-1.2026841408130335,1,0
-1.2016549690611509,0,1
-1.2013668044011543,1,0
-1.201311368677822,1,0
-1.2011094331511931,1,0
-1.200955185273626,1,0
-1.1998835619884392,1,0
-1.199755135342678,1,0
-1.19947400195412,1,0
-1.1992460166974273,1,0
-1.1992443255219931,1,0
-1.1990724759387967,1,0
-1.19800759198752,0,1
-1.197969199601321,0,1
-1.1972451504392063,1,0
-1.1970447370596211,0,1
-1.196937768347787,1,0
-1.196872766088576,1,0
-1.1968507731727722,1,0
-1.1967308556604244,1,0
-1.196582957966264,1,0
-1.1963508135946108,1,0
-1.1951495703352613,1,0
-1.1941394895220978,1,0
-1.1940691097188503,1,0
-1.193295531992845,1,0
-1.1930470293326243,0,1
-1.1929277133677392,1,0
-1.192872249087363,1,0
-1.1927378722794335,1,0
-1.1927238524216135,1,0
-1.1925238928703394,1,0
-1.1924139391264859,1,0
-1.192316940515372,1,0
-1.19167960729299,0,1
-1.1916669773662214,1,0
-1.1916405204984255,1,0
-1.1915160130077536,1,0
-1.1914065306331512,1,0
-1.190758716874812,0,1
-1.1906444340156812,0,1
-1.190195527822347,1,0
-1.1899342317027715,1,0
-1.189613247527968,1,0
-1.189579158765724,1,0
-1.1894419286656093,1,0
-1.1892802255775017,1,0
-1.1891511375142685,1,0
-1.1885354315081471,1,0
-1.1883577215544987,1,0
-1.1882736054157115,0,1
-1.188235744726552,1,0
-1.1881428628848856,1,0
-1.1872924939428615,1,0
-1.1866245284708248,1,0
-1.1865337369010351,1,0
-1.1855483431160394,0,1
-1.185042369052609,1,0
-1.1841164826365744,1,0
-1.1822702523903883,1,0
-1.1822075965876508,1,0
-1.1817118117405991,1,0
-1.181146974599876,1,0
-1.1802682669530442,1,0
-1.1801893560274848,1,0
-1.1799830383683254,0,1
-1.1798772801543007,0,1
-1.1798379998571136,1,0
-1.1796994375396892,1,0
-1.1789799688045444,1,0
-1.1781096827457211,1,0
-1.1779887013810424,1,0
-1.1773855473429322,1,0
-1.1768419047549403,1,0
-1.1765628990475507,1,0
-1.1763566974142112,1,0
-1.1757858496944067,1,0
-1.1756916608583494,1,0
-1.175251481473072,1,0
-1.1751489015811463,1,0
-1.1749424602742926,1,0
-1.1746410982320687,0,1
-1.1745275234701855,0,1
-1.1743170041887097,0,1
-1.172754390718678,1,0
-1.172571824346178,0,1
-1.17242607404548,1,0
-1.1723941756581326,1,0
-1.1720207891999923,0,1
-1.1717556967326204,0,1
-1.171634664542348,1,0
-1.1714177078534047,1,0
-1.1714053388036787,0,1
-1.1708839882149256,0,1
-1.1707483049719147,1,0
-1.1706913134884347,0,1
-1.1704276275433323,1,0
-1.1702815407219915,1,0
-1.1699060543621271,0,1
-1.1698534573270198,1,0
-1.1689144783135423,0,1
-1.1687267065479097,1,0
-1.1686027075433034,1,0
-1.1684750384352165,1,0
-1.1682613333532064,0,1
-1.1681732990489595,1,0
-1.1674767633375467,1,0
-1.167459102342053,1,0
-1.1670142447143312,1,0
-1.1663664328626695,0,1
-1.1659681489175056,1,0
-1.1658102608434608,1,0
-1.1656590538645273,1,0
-1.165542063841968,0,1
-1.1653988439077063,0,1
-1.1647769858773032,0,1
-1.1647009761079763,0,1
-1.164684441330316,1,0
-1.1643938098270172,1,0
-1.1643832726471544,1,0
-1.1643399211096743,1,0
-1.163431192081138,1,0
-1.163365052935471,1,0
-1.1629979840136224,1,0
-1.1627485326996112,1,0
-1.1627324265125587,1,0
-1.1626109284443087,1,0
-1.1626086544368992,0,1
-1.1625131740508963,1,0
-1.1622039923487757,1,0
-1.161991530175489,1,0
-1.1608052858107143,1,0
-1.160615475096755,1,0
-1.1604887695139536,0,1
-1.160387857120542,1,0
-1.1594033045518712,1,0
-1.1593258477445398,1,0
-1.158945336452596,1,0
-1.1587721179735693,1,0
-1.1585807379580042,1,0
-1.1584422183652083,0,1
-1.1568635452062,1,0
-1.1565602502905463,0,1
-1.156152646132571,1,0
-1.156109094234589,1,0
-1.1560999860111985,1,0
-1.156030350125118,1,0
-1.1558439625201593,1,0
-1.1551732097119347,1,0
-1.155148548753508,1,0
-1.1550300170014884,1,0
-1.1549229449373923,1,0
-1.1544893269202252,1,0
-1.1543959283571017,0,1
-1.1543669654947795,0,1
-1.15430833618294,1,0
-1.1536859153155539,1,0
-1.153641371695944,0,1
-1.1534066046599174,1,0
-1.1532050638896227,1,0
-1.1526183903301683,0,1
-1.1524495191596384,0,1
-1.152375629833594,1,0
-1.1522649175386115,0,1
-1.1521101575298596,0,1
-1.1519099345171002,1,0
-1.1518892337681543,0,1
-1.1518127327294745,1,0
-1.1517954613380608,1,0
-1.1517065174279555,1,0
-1.15169058433342,1,0
-1.1514746858706104,1,0
-1.151383751694382,0,1
-1.1502507013670729,1,0
-1.1501910152413424,0,1
-1.1499469505472293,1,0
-1.1499136280481663,1,0
-1.1498695856207612,0,1
-1.1496324233817867,0,1
-1.149296696207698,1,0
-1.1491089006629962,1,0
-1.1490370897867193,1,0
-1.1482342013895692,1,0
-1.1480817100669996,0,1
-1.1475907453145566,1,0
-1.1473839257938063,1,0
-1.1471670980453907,1,0
-1.145963499524618,0,1
-1.1455844096113528,1,0
-1.1454990163861027,1,0
-1.1454290657892288,1,0
-1.1451666019447693,1,0
-1.1451471600089038,1,0
-1.1449183373539766,1,0
-1.1448823195011784,0,1
-1.1443554392640027,1,0
-1.1442699328387258,1,0
-1.1439753335444725,1,0
-1.143437352351134,1,0
-1.1434090590057695,0,1
-1.1434090368610543,1,0
-1.1431568041740219,0,1
-1.1431288103239419,1,0
-1.14302212856361,1,0
-1.1426546304201015,1,0
-1.142366230052968,0,1
-1.1422293433275097,1,0
-1.141962542361948,1,0
-1.1418396026807092,1,0
-1.1417550422923437,1,0
-1.1412199544939523,0,1
-1.1409716210636351,0,1
-1.1406993730856363,1,0
-1.1402707411722248,1,0
-1.1399279883883016,0,1
-1.1398907807217324,1,0
-1.139874439411898,1,0
-1.1398128293560734,1,0
-1.1397544396469939,1,0
-1.139418199227378,1,0
-1.1392841407911931,0,1
-1.1392290486577443,0,1
-1.1392244274477583,1,0
-1.1380415000865072,1,0
-1.1373050071392918,1,0
-1.1372667702774126,1,0
-1.1371754581500086,1,0
-1.1369346130272429,1,0
-1.1363186064468749,1,0
-1.1355182145914775,1,0
-1.1353644467070336,1,0
-1.1351372314220058,1,0
-1.135066684975296,1,0
-1.133469801362585,1,0
-1.1330175119263086,0,1
-1.1328851939235716,1,0
-1.1326170436767287,1,0
-1.1317961320607888,0,1
-1.1313175524883679,1,0
-1.1311480803177825,1,0
-1.1310700401459604,0,1
-1.1308732301244917,1,0
-1.1306538290105037,0,1
-1.1303958852556308,0,1
-1.1302970063777087,0,1
-1.1296732806816332,1,0
-1.1295485669004983,1,0
-1.1295296041416059,1,0
-1.1294267419519888,1,0
-1.1289800664263856,1,0
-1.1288490922825232,0,1
-1.1287194567263734,1,0
-1.1284787587317915,1,0
-1.1283927852581257,0,1
-1.127710217081438,0,1
-1.12758905035743,1,0
-1.1275057875727903,1,0
-1.1272845924297212,1,0
-1.1272149195544316,1,0
-1.1271528521934002,1,0
-1.1271293921886099,0,1
-1.1267688854810063,1,0
-1.126608093580792,1,0
-1.1264434421095664,1,0
-1.1261119067886636,1,0
-1.1259353839576751,1,0
-1.1255119884611864,1,0
-1.1251055645382115,0,1
-1.1249973439070904,0,1
-1.1249155944270384,1,0
-1.1242959870643687,1,0
-1.1241186325089512,0,1
-1.1236396104081652,1,0
-1.1234818472895611,1,0
-1.1234547877461463,0,1
-1.1233162475010805,0,1
-1.12327696241683,0,1
-1.1231971848997935,1,0
-1.1231790378373352,1,0
-1.122572505888136,1,0
-1.12242892448485,1,0
-1.1221364576760855,1,0
-1.1219788503397403,1,0
-1.1205317277087523,1,0
-1.1202307089591568,0,1
-1.1201273172625439,1,0
-1.1200145375088997,1,0
-1.1199690875037287,1,0
-1.1198201929176228,1,0
-1.1196084053223527,0,1
-1.1190978050759712,0,1
-1.1190930373230359,0,1
-1.1190460928158172,0,1
-1.1187276781286326,1,0
-1.118682500893664,1,0
-1.11867391756646,1,0
-1.118532311625713,0,1
-1.1181778546705567,1,0
-1.117873440528106,0,1
-1.1168454251091848,1,0
-1.1166747852279546,1,0
-1.1165026166467715,1,0
-1.1160594598724218,0,1
-1.1158792438483336,0,1
-1.1157662140632076,1,0
-1.1157630593670964,1,0
-1.1157582162853503,0,1
-1.1152700446841548,1,0
-1.1148240202405213,0,1
-1.1145599422451462,1,0
-1.1144149371988477,1,0
-1.1139708957675232,1,0
-1.1138621919415477,1,0
-1.1138550357794312,0,1
-1.11380397855229,1,0
-1.1136953246094414,1,0
-1.1136441619581103,0,1
-1.1136197465117517,1,0
-1.1133561202833944,1,0
-1.1132332962865992,1,0
-1.113142078269169,1,0
-1.1129812814115094,1,0
-1.1128637651579043,1,0
-1.1127392969297845,1,0
-1.1124995587364064,0,1
-1.11245088252457,0,1
-1.1122181014654686,1,0
-1.112111068129097,1,0
-1.1119488891073555,1,0
-1.1116018026633268,1,0
-1.1115968642398955,1,0
-1.1114476491167486,0,1
-1.1114133957831265,1,0
-1.1108743670092802,1,0
-1.110806016017475,1,0
-1.1100823916258828,0,1
-1.1097224691981855,1,0
-1.1095762541639445,1,0
-1.109251472350086,1,0
-1.1091489914118635,1,0
-1.1089681785219243,1,0
-1.1084797387008651,1,0
-1.1082410089383548,0,1
-1.107952997134425,1,0
-1.1076155008696515,1,0
-1.1075933700665688,1,0
-1.107457272345992,0,1
-1.1073413806436487,1,0
-1.1072369071820227,1,0
-1.106806709313286,1,0
-1.10671046320962,1,0
-1.1065477079462867,1,0
-1.106358377457184,1,0
-1.1061972075393127,1,0
-1.1061032385133995,1,0
-1.1060855678639612,1,0
-1.1056705168251815,1,0
-1.1054455100584453,0,1
-1.105290563184682,1,0
-1.104988839027342,1,0
-1.1048468654689128,1,0
-1.1045950592256335,1,0
-1.1044453534413916,1,0
-1.1043488807670263,0,1
-1.1042127750274011,1,0
-1.1037001625827947,1,0
-1.1035364443011175,1,0
-1.1027301716873903,1,0
-1.1026397862366757,1,0
-1.1023871236118408,1,0
-1.102279634081706,1,0
-1.102217054492297,1,0
-1.1021843372311972,1,0
-1.1019494845881677,0,1
-1.1014304205308467,1,0
-1.10116284960943,0,1
-1.1010485173023687,0,1
-1.1010038272752731,1,0
-1.100760690835389,1,0
-1.100738141375646,1,0
-1.1006183003862176,1,0
-1.1003953572119112,1,0
-1.1003444347479903,1,0
-1.1003164688926503,0,1
-1.1002704381889359,1,0
-1.1002562077222848,0,1
-1.0995984033256174,1,0
-1.099244174960118,1,0
-1.0991615605586582,0,1
-1.0991185274937456,1,0
-1.0986312395388396,0,1
-1.097988179664989,1,0
-1.0977946148675648,0,1
-1.0975508245623216,1,0
-1.0975091821245984,1,0
-1.0973283396791471,1,0
-1.0970457060711862,1,0
-1.0970259483843334,1,0
-1.0968940560353675,1,0
-1.0966450441558029,1,0
-1.09622053524821,0,1
-1.0962204291504103,0,1
-1.0958485917640348,1,0
-1.0957130912938853,1,0
-1.0955161319241076,0,1
-1.095494554552144,1,0
-1.0950466235785734,1,0
-1.0950394375162704,1,0
-1.0950066761242547,1,0
-1.094991843989462,1,0
-1.09460307776909,1,0
-1.094507704034433,1,0
