weight,smokes
-0.8074144193830659,"[1, 0]"
1.1679220809177409,"[1, 0]"
1.1782449675870503,"[1, 0]"
0.9077551119878516,"[1, 0]"
0.4951836078157759,"[1, 0]"
1.0274535623873453,"[1, 0]"
-1.332452687652483,"[0, 1]"
1.3081029388421488,"[1, 0]"
-1.6523257436707315,"[1, 0]"
0.8603252907620393,"[1, 0]"
-0.6505889778655701,"[1, 0]"
0.5261249406406756,"[0, 1]"
1.281898484282408,"[1, 0]"
1.0682100636454168,"[1, 0]"
-0.9858562566600643,"[1, 0]"
1.1406494259240205,"[1, 0]"
-1.075861850611249,"[1, 0]"
-0.984633966089696,"[1, 0]"
-1.0736729628898247,"[1, 0]"
1.0956806321434942,"[1, 0]"
0.8119151487069287,"[1, 0]"
-0.01806835881913311,"[1, 0]"
0.5913528435135766,"[1, 0]"
-1.2140979354456898,"[0, 1]"
-1.0319937975495326,"[1, 0]"
0.5157651846689522,"[1, 0]"
0.9585895191575592,"[1, 0]"
0.9626021493646923,"[1, 0]"
0.575628147477102,"[1, 0]"
-0.9859987257655028,"[1, 0]"
1.4031821496059016,"[1, 0]"
1.3636078525511328,"[1, 0]"
1.9063714873384434,"[1, 0]"
-0.9374709544513642,"[0, 1]"
-1.2251445257541462,"[0, 1]"
-0.7505268860291452,"[1, 0]"
0.3990511177953798,"[1, 0]"
0.8948398364109785,"[0, 1]"
-1.0845634553462704,"[1, 0]"
-0.9517515022442744,"[1, 0]"
0.868581029265139,"[0, 1]"
-0.7983300602213782,"[1, 0]"
-1.07528359593231,"[1, 0]"
-1.1351372314220012,"[1, 0]"
-1.1434373523511294,"[1, 0]"
-1.0068880585208364,"[0, 1]"
0.6251114483703019,"[1, 0]"
1.2656344592957098,"[1, 0]"
0.9727402148446082,"[1, 0]"
-1.1796994375396843,"[1, 0]"
0.6615757014916793,"[1, 0]"
-1.1627485326996065,"[1, 0]"
0.10936050263921518,"[1, 0]"
0.5121698860763803,"[1, 0]"
-0.9381942821176986,"[1, 0]"
-0.721450532863785,"[0, 1]"
0.7770870236599894,"[1, 0]"
-1.0700797406380782,"[0, 1]"
-0.7601675770670644,"[1, 0]"
1.3557136001131793,"[1, 0]"
-0.8617897598109,"[0, 1]"
0.33373522561555335,"[0, 1]"
-0.4520289505955365,"[1, 0]"
-0.7390011907390874,"[1, 0]"
-0.5212715479457796,"[1, 0]"
-1.1124995587364017,"[0, 1]"
-1.3229159801704131,"[1, 0]"
-1.074772360891716,"[0, 1]"
-0.8991950999418521,"[1, 0]"
-1.1451666019447653,"[1, 0]"
0.9312747323926827,"[1, 0]"
0.6858892753459999,"[1, 0]"
1.1362435361724081,"[1, 0]"
-0.8417564210649969,"[1, 0]"
-1.2389802512827952,"[1, 0]"
0.8942640661048272,"[1, 0]"
-1.7760317189600872,"[0, 1]"
-0.9912585445095287,"[0, 1]"
-0.45897890307804107,"[0, 1]"
1.0600537814680053,"[1, 0]"
-0.829095334257853,"[1, 0]"
0.807107816187684,"[1, 0]"
-0.825101511142915,"[1, 0]"
1.1297237651395908,"[1, 0]"
-0.6378503436507623,"[0, 1]"
-0.925642715543591,"[1, 0]"
-0.559013971510811,"[1, 0]"
-0.7376232677434692,"[1, 0]"
0.6992624550905524,"[0, 1]"
0.3805648243113645,"[1, 0]"
-1.0679763673209166,"[0, 1]"
0.6810065442305764,"[1, 0]"
-1.0633223072235698,"[1, 0]"
-1.0221620348994318,"[0, 1]"
-0.35348350028876074,"[1, 0]"
0.8063640525906381,"[1, 0]"
1.2960936259985383,"[1, 0]"
-1.008496561698859,"[1, 0]"
0.5903730371950988,"[1, 0]"
1.2124749364717728,"[1, 0]"
-1.1138550357794266,"[0, 1]"
-0.7198955155601153,"[1, 0]"
1.502437055981394,"[1, 0]"
-0.985309409491281,"[1, 0]"
-0.6853727320148287,"[0, 1]"
0.8084441747620582,"[1, 0]"
1.408419533769541,"[1, 0]"
-1.0504930214211363,"[1, 0]"
1.0931046428586724,"[0, 1]"
0.8328572915209901,"[0, 1]"
-0.5456155049712099,"[1, 0]"
-1.0918711963489884,"[1, 0]"
1.2477586837263615,"[0, 1]"
0.24876179397052153,"[1, 0]"
0.585420303253027,"[1, 0]"
1.2837770961407096,"[0, 1]"
0.9881823021866804,"[1, 0]"
1.4345319869709743,"[1, 0]"
-0.942602315446194,"[1, 0]"
0.31715305676883293,"[1, 0]"
0.475036638902369,"[0, 1]"
-0.005449319073123848,"[0, 1]"
-1.2637210249969066,"[0, 1]"
0.4999846628739482,"[1, 0]"
1.2741972382869016,"[1, 0]"
-0.5143039894096665,"[1, 0]"
-0.7682258347701809,"[1, 0]"
1.5996851424983327,"[0, 1]"
0.4373562845010236,"[0, 1]"
-1.597828538386411,"[1, 0]"
-1.061776952255157,"[1, 0]"
0.7149686510434304,"[1, 0]"
1.0132530942478777,"[1, 0]"
0.8046628565198838,"[1, 0]"
0.3496373994058724,"[1, 0]"
1.5721434184360032,"[1, 0]"
-1.096220429150406,"[0, 1]"
0.4775788143356696,"[1, 0]"
-0.9806698719208221,"[1, 0]"
1.3065367614467496,"[1, 0]"
-1.2246209731073783,"[1, 0]"
1.4896833725968672,"[1, 0]"
0.7805247633437133,"[1, 0]"
0.0032112388897924736,"[1, 0]"
0.6379197320042787,"[1, 0]"
-0.7741418112488702,"[1, 0]"
-0.9645164084283852,"[1, 0]"
-0.6427622479177358,"[1, 0]"
-0.974593901484993,"[1, 0]"
1.8012560542747669,"[0, 1]"
-1.1822702523903834,"[1, 0]"
-1.1923169405153673,"[1, 0]"
-0.5008075451720738,"[1, 0]"
-0.9927373372215091,"[0, 1]"
-0.7639501590960659,"[0, 1]"
0.8339074311665444,"[1, 0]"
-1.1108743670092762,"[1, 0]"
-0.6136318912146209,"[1, 0]"
1.1522994802934168,"[0, 1]"
-1.145499016386098,"[1, 0]"
-1.1882357447265475,"[1, 0]"
-1.0156316762639026,"[1, 0]"
-1.0146581212201535,"[0, 1]"
0.44806152532704585,"[0, 1]"
0.41716473913313407,"[1, 0]"
1.152148018270055,"[1, 0]"
0.604919159201982,"[1, 0]"
1.3607271485585481,"[0, 1]"
1.4811009585627795,"[0, 1]"
-0.6634528297029298,"[1, 0]"
-1.0926135043607745,"[0, 1]"
-0.9907415319497214,"[1, 0]"
0.908159722734226,"[1, 0]"
-1.0297657164309968,"[1, 0]"
0.7817724949197399,"[1, 0]"
1.726482481220774,"[1, 0]"
0.2494297121379437,"[1, 0]"
0.9340717632357517,"[1, 0]"
1.1102561075602269,"[1, 0]"
0.9650903738140121,"[1, 0]"
-0.2931047747715077,"[1, 0]"
-1.2619198281084933,"[1, 0]"
0.5119549996356757,"[1, 0]"
1.0473307617064436,"[1, 0]"
0.6807285403672724,"[0, 1]"
0.41020125419075265,"[1, 0]"
1.6080001187122273,"[1, 0]"
1.0895910130439814,"[1, 0]"
-1.4232662397221023,"[1, 0]"
1.4350793703380975,"[0, 1]"
1.1028940531913891,"[1, 0]"
1.006997236685026,"[1, 0]"
0.18058258975478414,"[1, 0]"
-1.8529740711069758,"[1, 0]"
-1.3335350802995165,"[1, 0]"
1.6962953481448808,"[0, 1]"
0.32740128861421847,"[1, 0]"
0.8337204234439023,"[1, 0]"
-1.046822667044723,"[0, 1]"
-1.3108961365028804,"[1, 0]"
-1.1801893560274799,"[1, 0]"
1.159644661107898,"[1, 0]"
1.4691183593332093,"[1, 0]"
0.36524086661169575,"[1, 0]"
0.5363053044691475,"[1, 0]"
-1.0203975643983318,"[1, 0]"
1.1882863445843628,"[1, 0]"
1.4007895434499282,"[1, 0]"
-0.8130563240529438,"[1, 0]"
-0.7128554956530403,"[0, 1]"
1.1107418089320755,"[0, 1]"
0.7544635066292823,"[1, 0]"
1.360881849037766,"[1, 0]"
-1.0659776773146208,"[1, 0]"
-0.3710298867308203,"[1, 0]"
1.2553422304943862,"[1, 0]"
1.7086061375787045,"[0, 1]"
0.8680480118055096,"[0, 1]"
-0.414917027721229,"[1, 0]"
-1.3226549756612371,"[0, 1]"
-0.799852675588969,"[1, 0]"
1.0538412713544312,"[0, 1]"
0.32518927077456866,"[1, 0]"
-1.0878049600655493,"[1, 0]"
-0.900148322117268,"[1, 0]"
1.131195665387101,"[1, 0]"
1.4805371172185176,"[1, 0]"
0.5760526092611871,"[1, 0]"
-0.15877934142628264,"[0, 1]"
0.6637717119553331,"[0, 1]"
-0.6203093139981912,"[1, 0]"
-0.8199414654727929,"[1, 0]"
1.2920154105218398,"[1, 0]"
1.0861769696448562,"[1, 0]"
-0.7477546346715321,"[1, 0]"
0.948878747924218,"[0, 1]"
-1.141755042292339,"[1, 0]"
1.4652617492519675,"[1, 0]"
0.28727844512936507,"[0, 1]"
0.2918683073276304,"[1, 0]"
0.4631879578919921,"[0, 1]"
0.5830422162018694,"[1, 0]"
-0.797375435726733,"[1, 0]"
-0.6122196261229936,"[1, 0]"
-0.8278494091669198,"[0, 1]"
-0.5942817866131349,"[0, 1]"
-1.376082208483116,"[1, 0]"
-0.7896403374736043,"[1, 0]"
-0.7527788625337646,"[0, 1]"
0.35745307151362243,"[1, 0]"
1.4749212247295271,"[1, 0]"
0.38813976558762137,"[1, 0]"
1.3552446726534135,"[1, 0]"
0.5359168418317063,"[1, 0]"
-1.1072369071820183,"[1, 0]"
-0.9864674202080306,"[1, 0]"
-0.9388887672526355,"[1, 0]"
1.2899406423479358,"[1, 0]"
1.3549213028198912,"[1, 0]"
1.4343850535096767,"[0, 1]"
1.1056451966327152,"[1, 0]"
0.9347234327543023,"[1, 0]"
-0.8347467243133442,"[1, 0]"
-0.19033515407124016,"[1, 0]"
-0.8545476566052652,"[0, 1]"
1.1166720284433351,"[0, 1]"
0.9045441204904542,"[1, 0]"
-1.0141521439289116,"[1, 0]"
-0.6120476394533011,"[1, 0]"
-1.0740924265947898,"[0, 1]"
0.4454883029478902,"[0, 1]"
-0.8145961486903642,"[1, 0]"
0.9200426432003178,"[0, 1]"
-1.0875410930099274,"[1, 0]"
1.6157865632547415,"[1, 0]"
-0.8733078442377571,"[1, 0]"
0.18263868936730884,"[1, 0]"
-0.22466738940167505,"[1, 0]"
-0.8525821769348082,"[1, 0]"
0.7093552420033905,"[0, 1]"
-0.9559934656103826,"[0, 1]"
1.1064065996696113,"[1, 0]"
0.7583962466900945,"[1, 0]"
-1.1656590538645226,"[1, 0]"
-0.3740718384610081,"[1, 0]"
1.8570886845672325,"[1, 0]"
0.9860904988851255,"[1, 0]"
1.2841583547322797,"[1, 0]"
0.5487620644228667,"[1, 0]"
-0.6066546768075719,"[1, 0]"
-1.5232703063884805,"[1, 0]"
1.6672649647522124,"[0, 1]"
-0.9007714776601377,"[1, 0]"
-0.8194956667690625,"[1, 0]"
-1.137175458150004,"[1, 0]"
-0.5915527564770314,"[1, 0]"
0.4397558519323173,"[1, 0]"
1.049083480930687,"[0, 1]"
-0.7982841463999547,"[1, 0]"
-0.21808947244127785,"[1, 0]"
0.3675953607577191,"[0, 1]"
0.5383773555850359,"[1, 0]"
-0.7831062834017171,"[0, 1]"
0.7032823400506013,"[1, 0]"
-1.144355439263998,"[1, 0]"
-0.8959246173662369,"[1, 0]"
-1.0096580132361728,"[0, 1]"
-1.609912011089632,"[1, 0]"
-0.6808070147550569,"[1, 0]"
0.382169568283571,"[0, 1]"
1.3885744423495407,"[1, 0]"
1.2113302008784692,"[1, 0]"
-1.2011094331511885,"[1, 0]"
1.7204161212489613,"[0, 1]"
2.1851349511418325,"[0, 1]"
-0.9137492860224526,"[1, 0]"
1.2813663718286308,"[1, 0]"
1.9405967457874105,"[1, 0]"
-0.6546067731851362,"[1, 0]"
1.239805208050901,"[1, 0]"
0.3395557457681184,"[1, 0]"
-1.188357721554494,"[1, 0]"
0.5160208951658896,"[1, 0]"
1.3606225527742881,"[1, 0]"
1.4381660153779776,"[1, 0]"
1.1005438513733665,"[0, 1]"
-0.3572015891221758,"[1, 0]"
0.6717333409512691,"[1, 0]"
-0.5956290378677731,"[0, 1]"
0.4699889106781552,"[1, 0]"
1.0690477317367764,"[0, 1]"
-0.8390602107223162,"[1, 0]"
0.39713834014830346,"[1, 0]"
-1.058024556881265,"[1, 0]"
-0.8445544011710405,"[1, 0]"
0.5296054973417361,"[1, 0]"
-0.009116153915863002,"[1, 0]"
0.4810824895902985,"[1, 0]"
1.5045725361287536,"[0, 1]"
0.8048620986329195,"[1, 0]"
-0.9384979238048302,"[0, 1]"
0.8203570294718097,"[1, 0]"
0.8524096155710119,"[1, 0]"
1.2630311665243494,"[1, 0]"
0.3118001046899326,"[1, 0]"
-0.3535628345459917,"[1, 0]"
0.37028401954718626,"[1, 0]"
-0.9287003810368373,"[1, 0]"
-0.881525586931664,"[1, 0]"
-0.9059769104009289,"[1, 0]"
0.30800219146213237,"[1, 0]"
0.7659737232334074,"[0, 1]"
-0.37412621223441,"[1, 0]"
-1.2037095330471101,"[1, 0]"
0.9816698502545641,"[0, 1]"
1.1556493035807336,"[0, 1]"
1.2708953592496908,"[1, 0]"
-1.0398639473181062,"[1, 0]"
-1.1423662300529633,"[0, 1]"
1.2898747203811922,"[1, 0]"
-1.18662452847082,"[1, 0]"
-0.312525415506181,"[1, 0]"
-0.6035698597287744,"[1, 0]"
-1.3222808831364121,"[1, 0]"
-1.2503078623169979,"[1, 0]"
1.1034610338143664,"[0, 1]"
1.5384653196749993,"[1, 0]"
-1.0478864015189995,"[0, 1]"
-1.0906235011155998,"[1, 0]"
-1.0084103915905178,"[1, 0]"
1.4607553690520279,"[0, 1]"
-1.3033844723507106,"[1, 0]"
-0.505854249454189,"[1, 0]"
-0.731762761537159,"[1, 0]"
1.154421726489805,"[1, 0]"
-1.2016549690611453,"[0, 1]"
0.7152787527921695,"[1, 0]"
0.529963448494454,"[1, 0]"
-1.4076483120528607,"[1, 0]"
-0.6277948219823556,"[1, 0]"
1.3338942997670364,"[1, 0]"
0.639009036374758,"[1, 0]"
-0.988642463028622,"[1, 0]"
-0.9125819986896427,"[1, 0]"
0.8046490283312453,"[1, 0]"
-0.7951557029072902,"[1, 0]"
0.35766143538700185,"[1, 0]"
-0.6099070403127946,"[1, 0]"
1.0335731703908737,"[1, 0]"
0.387492307642795,"[1, 0]"
-0.9525204314676938,"[1, 0]"
0.8298881531835995,"[1, 0]"
-1.2994431335168675,"[0, 1]"
0.44451964629593504,"[1, 0]"
-1.085258295307101,"[1, 0]"
0.25301518946030216,"[1, 0]"
0.8418644582195602,"[1, 0]"
0.9982846894413383,"[1, 0]"
-0.534081552722604,"[0, 1]"
1.729356912608901,"[1, 0]"
-1.1127392969297798,"[1, 0]"
-0.777701901243746,"[1, 0]"
0.5824698288597332,"[1, 0]"
-0.8486638446874715,"[1, 0]"
-1.279934331408953,"[0, 1]"
0.10809207035400797,"[1, 0]"
-0.6390773085413493,"[1, 0]"
1.5998044415244552,"[0, 1]"
0.5776559317767278,"[1, 0]"
0.8040154130430162,"[0, 1]"
1.045784343477834,"[1, 0]"
-0.9791146478449446,"[1, 0]"
-1.0381302162889325,"[1, 0]"
0.7277077650035669,"[0, 1]"
-0.8319905755926628,"[1, 0]"
0.5636488658215933,"[1, 0]"
0.43831149026841126,"[1, 0]"
-0.6753518794168357,"[0, 1]"
1.2918927049483229,"[1, 0]"
0.7594396192685737,"[0, 1]"
1.6481317948709377,"[1, 0]"
0.8565118876204132,"[1, 0]"
-0.6823497932320944,"[1, 0]"
0.6792109500749731,"[1, 0]"
-0.9511514780110726,"[1, 0]"
0.7272748413739166,"[1, 0]"
-0.9706898252501364,"[1, 0]"
-1.1409716210636307,"[0, 1]"
1.318276106734242,"[0, 1]"
-0.739732467240851,"[1, 0]"
-0.9295175509095687,"[1, 0]"
0.7515000948817734,"[1, 0]"
-0.6406521629069255,"[1, 0]"
-1.2201051287448264,"[1, 0]"
1.0097608314864575,"[1, 0]"
0.20195269837158003,"[0, 1]"
-0.509474565063251,"[1, 0]"
-1.1521101575298547,"[0, 1]"
-1.0545817296782891,"[0, 1]"
1.3979170406493595,"[1, 0]"
-0.8107561499970558,"[1, 0]"
0.25805475302103825,"[0, 1]"
-1.1643938098270126,"[1, 0]"
1.8509766102381373,"[1, 0]"
0.4781086766308642,"[1, 0]"
-0.6185242354959907,"[1, 0]"
1.2859280712994856,"[1, 0]"
0.9000781939431125,"[1, 0]"
1.6104600955533275,"[1, 0]"
0.828849263064759,"[1, 0]"
-0.9218996015579912,"[1, 0]"
0.5566402386733235,"[0, 1]"
0.7047957315416898,"[1, 0]"
0.28454227122389186,"[1, 0]"
-0.9475973782370686,"[1, 0]"
-0.997005634543247,"[1, 0]"
-0.9098282083186469,"[1, 0]"
0.1430642929633523,"[1, 0]"
1.8243905672090657,"[1, 0]"
0.7776674272512214,"[0, 1]"
-0.9562588470122602,"[1, 0]"
-1.3169714409127038,"[1, 0]"
-0.8339196505445325,"[1, 0]"
-0.6904653799807126,"[1, 0]"
-0.9489784879655687,"[1, 0]"
-0.6799731154982034,"[0, 1]"
-0.5983497787111811,"[1, 0]"
-0.9402289351703612,"[1, 0]"
-0.7281502986540022,"[0, 1]"
-1.0804648000750883,"[0, 1]"
-0.7195265668093175,"[1, 0]"
0.19769251188901027,"[1, 0]"
1.9253833430402263,"[1, 0]"
-0.1829217169801787,"[1, 0]"
-1.1394181992273733,"[1, 0]"
-1.0191740511126557,"[1, 0]"
0.9951781080395505,"[1, 0]"
1.3228829522005376,"[0, 1]"
0.6264905990588839,"[1, 0]"
1.3319188942227715,"[1, 0]"
-0.5588125886265378,"[1, 0]"
-0.6589580865072602,"[0, 1]"
-0.8761870936375995,"[0, 1]"
-0.7943958066258622,"[1, 0]"
0.5953087029869206,"[1, 0]"
0.7349786877440834,"[1, 0]"
1.7154451830859372,"[1, 0]"
-1.0207138214211053,"[1, 0]"
1.0133259172318323,"[1, 0]"
-1.424495141120614,"[1, 0]"
1.4437978600287449,"[0, 1]"
1.0458705517411195,"[1, 0]"
-0.9355730339493793,"[1, 0]"
-1.2877312153006446,"[1, 0]"
-1.0233903721259034,"[0, 1]"
2.1849088984177354,"[1, 0]"
-0.9690991104299311,"[1, 0]"
-0.7332908807071556,"[1, 0]"
-1.2960715630180195,"[1, 0]"
1.0174501408393428,"[1, 0]"
-0.4146838255199687,"[0, 1]"
-1.111447649116744,"[0, 1]"
0.6833141840423829,"[1, 0]"
-0.6166881649908803,"[1, 0]"
-0.9268524956361767,"[0, 1]"
0.3906594441820506,"[0, 1]"
0.9128784543425424,"[1, 0]"
-0.8212758873479766,"[1, 0]"
0.8128012943983772,"[0, 1]"
0.2529154869126528,"[1, 0]"
0.9774667744147745,"[1, 0]"
0.6539075907917834,"[1, 0]"
1.1710210184419432,"[1, 0]"
-1.034127646081779,"[1, 0]"
-1.681691737006534,"[1, 0]"
-0.7648291234753842,"[1, 0]"
1.6042557733626523,"[1, 0]"
-0.07999732689483577,"[1, 0]"
0.5598548319500183,"[1, 0]"
-0.9619134287316811,"[1, 0]"
0.6168135127314285,"[1, 0]"
-0.37607013635590497,"[0, 1]"
1.1881980919072737,"[1, 0]"
0.6777146624996854,"[0, 1]"
-0.5763786211073421,"[0, 1]"
-0.8040878610813061,"[1, 0]"
1.540291904596597,"[0, 1]"
0.7898778385276558,"[1, 0]"
-1.626047296404746,"[0, 1]"
-1.1927378722794286,"[1, 0]"
0.3595614305827072,"[1, 0]"
0.6734589972057263,"[0, 1]"
0.5418141854231892,"[1, 0]"
0.7016939540635503,"[1, 0]"
1.1702295466690258,"[1, 0]"
-1.0358155741452204,"[0, 1]"
-0.6746461242802547,"[1, 0]"
-0.9777309458557466,"[1, 0]"
0.6102932810303536,"[1, 0]"
1.664671920670591,"[1, 0]"
-0.7655870946250598,"[1, 0]"
-1.4191849267956291,"[1, 0]"
0.5790556006912274,"[1, 0]"
-0.8338632655856333,"[1, 0]"
1.717354805307553,"[1, 0]"
-1.1115968642398908,"[1, 0]"
1.7616316249741173,"[1, 0]"
1.4502849113440501,"[1, 0]"
1.0664450039790978,"[0, 1]"
-1.4422714421370884,"[0, 1]"
-1.3275841893637947,"[1, 0]"
-0.9508137799562904,"[1, 0]"
0.9113007972170517,"[1, 0]"
-0.5757733791156429,"[0, 1]"
0.2628582740459826,"[1, 0]"
-0.8914892973172708,"[0, 1]"
0.5713747301029203,"[1, 0]"
-1.0588704491373169,"[1, 0]"
0.6825445967256799,"[1, 0]"
-1.3818894818653427,"[1, 0]"
-0.9324856025792776,"[0, 1]"
0.45623634708084815,"[1, 0]"
-1.1234547877461416,"[0, 1]"
0.9219790827166189,"[1, 0]"
0.6996149964512888,"[0, 1]"
1.1841429095044869,"[1, 0]"
-0.9526240577794443,"[1, 0]"
1.206296706285884,"[1, 0]"
-1.0656865209243191,"[1, 0]"
-0.7472771029179387,"[1, 0]"
-1.426469535063631,"[1, 0]"
-0.6039533927607034,"[1, 0]"
0.26952272836008034,"[1, 0]"
1.4839970072774336,"[1, 0]"
1.5747307588865422,"[1, 0]"
1.5822577255524362,"[1, 0]"
0.5932351214412801,"[1, 0]"
-0.8854176384479092,"[1, 0]"
-1.018512651985044,"[1, 0]"
0.5395582799362102,"[1, 0]"
1.6016007664212317,"[1, 0]"
-0.959414351656886,"[0, 1]"
0.18643262436360244,"[1, 0]"
0.9800843970614984,"[1, 0]"
-0.8191355088327887,"[1, 0]"
1.0448747782476293,"[0, 1]"
-0.863075295012717,"[0, 1]"
-1.2338506066631871,"[1, 0]"
1.5664501294353563,"[1, 0]"
1.0821228399057508,"[1, 0]"
-1.1054455100584408,"[0, 1]"
-1.0348424512300713,"[1, 0]"
-0.9699646030043413,"[1, 0]"
-1.0406954216450528,"[1, 0]"
0.35531967669180053,"[1, 0]"
-0.040459651580546915,"[1, 0]"
1.3358474060276968,"[1, 0]"
0.9388535595281141,"[1, 0]"
-0.9550419338447921,"[0, 1]"
1.4117603420577267,"[1, 0]"
0.43308184131436217,"[0, 1]"
-1.4258139995091617,"[1, 0]"
-0.9876630064062153,"[1, 0]"
1.251065821989657,"[0, 1]"
-1.2708408677852654,"[1, 0]"
-0.6687020193961848,"[1, 0]"
-0.715313160848616,"[0, 1]"
0.5308753837698695,"[1, 0]"
-0.9785395382365184,"[1, 0]"
-1.1881428628848811,"[1, 0]"
0.6387327358324669,"[0, 1]"
0.5930223039364684,"[1, 0]"
-1.0173008031125934,"[1, 0]"
-1.0716980597236236,"[1, 0]"
-1.2385074719263303,"[0, 1]"
-0.9290501696881205,"[0, 1]"
-0.7993749019993799,"[1, 0]"
-0.8831256657017249,"[1, 0]"
-0.8751316611947415,"[1, 0]"
-1.3028300753205697,"[1, 0]"
0.3841413498606021,"[0, 1]"
-0.9677098873267445,"[0, 1]"
-1.3210939617930684,"[1, 0]"
0.19466132015331453,"[1, 0]"
-0.41466561677022523,"[1, 0]"
0.7194163110680308,"[0, 1]"
-1.01585103120786,"[1, 0]"
0.6512140877234807,"[1, 0]"
-0.27568942315071326,"[1, 0]"
0.75973876992951,"[0, 1]"
0.9829713642363447,"[0, 1]"
0.5476614647561447,"[1, 0]"
-0.8766498917695453,"[0, 1]"
0.9086915187830872,"[1, 0]"
0.10554311144486815,"[1, 0]"
1.0592331708796854,"[1, 0]"
1.4771480614150148,"[1, 0]"
-1.376840399207766,"[1, 0]"
-0.4926853692291309,"[1, 0]"
-1.1267688854810014,"[1, 0]"
-0.6629870136049617,"[1, 0]"
0.39113077381689154,"[1, 0]"
-1.017663828699953,"[1, 0]"
-0.7582149104515166,"[1, 0]"
1.5098565888762514,"[1, 0]"
-1.082448802745869,"[1, 0]"
-0.9306114020008953,"[1, 0]"
-1.417362449958149,"[1, 0]"
-0.593968915136302,"[1, 0]"
-0.8791294007392138,"[0, 1]"
-1.1882736054157073,"[0, 1]"
0.5112418870874942,"[1, 0]"
-1.1310700401459557,"[0, 1]"
-0.8482190386922354,"[0, 1]"
-1.0514393487234484,"[1, 0]"
-0.7840799867770504,"[0, 1]"
0.9449510086222485,"[1, 0]"
0.4075191858948981,"[1, 0]"
0.17907365021212165,"[1, 0]"
0.3037345483277113,"[1, 0]"
-0.6210384869195424,"[1, 0]"
0.6654885986715784,"[0, 1]"
1.1773985495641561,"[0, 1]"
0.35929589373814813,"[1, 0]"
0.6773967155944683,"[1, 0]"
1.640925618020005,"[1, 0]"
-0.5650768823975968,"[1, 0]"
-0.018258099094961542,"[1, 0]"
-0.8097132873046168,"[1, 0]"
0.8337454097179579,"[0, 1]"
-0.7709999205771215,"[1, 0]"
0.5462649151484956,"[1, 0]"
